ResponseId,Age,Country_Normalized,EdLevel_Normalized,devtype_grouped,YearsCodePro_Normalized,ConvertedCompYearly,RemoteWork
25496,25-34 years old,Ukraine,Master degree,Software Developer,6.0,59073.0,Remote
25499,35-44 years old,Poland,Some college,Software Developer,9.0,17817.0,Remote
25501,18-24 years old,South Africa,Bachelor degree,Software Developer,1.0,17434.0,Remote
25502,25-34 years old,Poland,Master degree,Software Developer,10.0,96666.0,Remote
25504,35-44 years old,Turkey,Primary-school,Software Developer,15.0,1237.0,Hybrid
25505,25-34 years old,Nigeria,Bachelor degree,Software Developer,5.0,4651.0,Hybrid
25512,18-24 years old,Iran,high-school,Software Developer,2.0,4562.0,In-person
25513,18-24 years old,France,Bachelor degree,Software Developer,0.0,32222.0,Hybrid
25516,18-24 years old,Kenya,Bachelor degree,Research & Education,1.0,100000.0,Hybrid
25517,35-44 years old,Belgium,Bachelor degree,Management,15.0,128887.0,Hybrid
25519,45-54 years old,Czech Republic,Master degree,Software Developer,24.0,104244.0,Hybrid
25520,25-34 years old,Spain,Bachelor degree,Data & AI,10.0,67666.0,Remote
25521,18-24 years old,Germany,Bachelor degree,Other,1.0,12889.0,Remote
25522,25-34 years old,Taiwan,Bachelor degree,Software Developer,5.0,29649.0,Hybrid
25524,35-44 years old,Israel,Some college,Software Developer,15.0,168382.0,Hybrid
25525,35-44 years old,Italy,Master degree,Software Developer,19.0,44037.0,Hybrid
25526,35-44 years old,Ukraine,Master degree,Software Developer,5.0,19747.0,Remote
25527,55-64 years old,Spain,Professional degree,Research & Education,15.0,26852.0,In-person
25528,25-34 years old,India,Master degree,Security & Blockchain,4.0,113653.0,Remote
25530,18-24 years old,Denmark,high-school,Software Developer,0.0,40321.0,Hybrid
25532,35-44 years old,Ukraine,Bachelor degree,Software Developer,12.0,3949.0,Remote
25533,55-64 years old,Finland,Some college,Software Developer,32.0,7518.0,Hybrid
25534,35-44 years old,Austria,high-school,Software Developer,13.0,112777.0,Hybrid
25535,45-54 years old,Turkey,Bachelor degree,Software Developer,5.0,48000.0,Remote
25540,45-54 years old,Pakistan,Some college,Management,20.0,15433.0,Hybrid
25541,25-34 years old,Hong Kong (S.A.R.),Bachelor degree,Software Developer,4.0,43518.0,Hybrid
25543,18-24 years old,Ukraine,Bachelor degree,Software Developer,1.0,27427.0,Hybrid
25546,65 years or older,USA,Master degree,Software Developer,44.0,97000.0,Hybrid
25548,45-54 years old,Uk,Bachelor degree,Software Developer,24.0,71337.0,Remote
25550,25-34 years old,Russia,Bachelor degree,Software Developer,8.0,147.0,Remote
25555,45-54 years old,Austria,Master degree,Software Developer,27.0,40814.0,Remote
25556,45-54 years old,Israel,Bachelor degree,Software Developer,34.0,134921.0,Hybrid
25558,25-34 years old,Kenya,Some college,Software Developer,9.0,73932.0,Remote
25562,35-44 years old,Ukraine,Master degree,Software Developer,16.0,74000.0,Remote
25564,25-34 years old,India,Master degree,Software Developer,11.0,5982.0,Remote
25565,25-34 years old,Ukraine,Bachelor degree,Software Developer,6.0,16291.0,Hybrid
25566,35-44 years old,Norway,Bachelor degree,Software Developer,14.0,72117.0,Hybrid
25571,25-34 years old,Switzerland,Some college,Software Developer,2.0,2228.0,Remote
25573,35-44 years old,Spain,high-school,Software Developer,14.0,20407.0,Remote
25579,35-44 years old,Spain,Master degree,Software Developer,14.0,69814.0,Remote
25580,25-34 years old,Czech Republic,Master degree,Software Developer,8.0,86870.0,Hybrid
25582,25-34 years old,Pakistan,Bachelor degree,Software Developer,6.0,36608.0,In-person
25584,25-34 years old,India,Professional degree,Software Developer,8.0,20099.0,Hybrid
25586,45-54 years old,Czech Republic,Bachelor degree,Software Developer,20.0,36920.0,Hybrid
25587,18-24 years old,Ukraine,Master degree,Software Developer,2.0,24000.0,Remote
25589,35-44 years old,Hungary,Bachelor degree,Software Developer,15.0,54351.0,Remote
25590,35-44 years old,Germany,Professional degree,Data & AI,10.0,76258.0,Hybrid
25591,25-34 years old,Ukraine,Master degree,Software Developer,3.0,1234.0,Hybrid
25593,35-44 years old,Italy,Bachelor degree,Software Developer,14.0,96129.0,Hybrid
25596,35-44 years old,Ukraine,Master degree,Data & AI,3.0,37026.0,Remote
25597,35-44 years old,Sweden,Master degree,Software Developer,2.0,54941.0,Hybrid
25600,35-44 years old,Spain,Associate degree,Research & Education,14.0,57999.0,Remote
25602,25-34 years old,France,Some college,Software Developer,12.0,64444.0,Remote
25603,45-54 years old,Germany,Associate degree,Software Developer,20.0,85925.0,Hybrid
25604,35-44 years old,Ukraine,Master degree,Software Developer,10.0,87000.0,Remote
25606,25-34 years old,Poland,Some college,Software Developer,13.0,64341.0,Remote
25611,35-44 years old,Sweden,Master degree,Software Developer,15.0,76307.0,In-person
25612,18-24 years old,France,Master degree,Other,1.0,75184.0,Hybrid
25614,25-34 years old,Portugal,Master degree,Software Developer,10.0,56388.0,Remote
25618,35-44 years old,Australia,Bachelor degree,Management,11.0,157237.0,Hybrid
25620,18-24 years old,United Arab Emirates,Bachelor degree,Software Developer,0.0,16336.0,In-person
25621,25-34 years old,Serbia,Some college,Software Developer,2.0,25777.0,Remote
25623,35-44 years old,USA,Some college,Software Developer,18.0,209000.0,Remote
25624,25-34 years old,Norway,Bachelor degree,Software Developer,7.0,88912.0,Hybrid
25625,25-34 years old,Czech Republic,Master degree,Software Developer,7.0,52122.0,Remote
25626,35-44 years old,Greece,Master degree,Data & AI,0.0,21481.0,In-person
25631,45-54 years old,Uk,Some college,Software Developer,8.0,35669.0,Remote
25639,18-24 years old,Pakistan,Bachelor degree,Software Developer,2.0,8614.0,In-person
25642,25-34 years old,Sweden,Some college,Software Developer,9.0,24037.0,In-person
25643,45-54 years old,USA,Associate degree,Data & AI,2.0,76000.0,In-person
25644,18-24 years old,India,high-school,Software Developer,3.0,5982.0,Hybrid
25646,25-34 years old,Iran,Master degree,Research & Education,6.0,9504.0,Hybrid
25648,18-24 years old,Poland,Some college,Infrastructure & DevOps,5.0,55185.0,Hybrid
25649,35-44 years old,Slovakia,Master degree,Software Developer,18.0,75184.0,Hybrid
25652,25-34 years old,Egypt,Bachelor degree,Software Developer,0.0,1009.0,Remote
25654,35-44 years old,Ukraine,Master degree,Software Developer,6.0,3703.0,Hybrid
25659,18-24 years old,Germany,Bachelor degree,Software Developer,5.0,75184.0,In-person
25661,25-34 years old,Ukraine,Master degree,Software Developer,6.0,57999.0,Remote
25663,18-24 years old,Ukraine,Some college,Software Developer,0.0,6517.0,Remote
25664,18-24 years old,India,high-school,Software Developer,3.0,5982.0,Hybrid
25665,25-34 years old,Austria,Some college,Management,11.0,85925.0,Hybrid
25667,35-44 years old,Ukraine,Master degree,Data & AI,1.0,14810.0,Hybrid
25668,35-44 years old,Ukraine,Master degree,Software Developer,10.0,7405.0,Remote
25670,35-44 years old,Spain,Bachelor degree,Software Developer,19.0,64444.0,Remote
25671,25-34 years old,Ukraine,Master degree,Software Developer,3.0,24000.0,Remote
25677,18-24 years old,Germany,high-school,Software Developer,3.0,36088.0,Remote
25681,18-24 years old,Albania,Bachelor degree,Software Developer,0.0,1285.0,In-person
25686,45-54 years old,Germany,Bachelor degree,Software Developer,22.0,96666.0,Remote
25688,25-34 years old,USA,Bachelor degree,Software Developer,9.0,170000.0,Remote
25690,25-34 years old,India,Bachelor degree,Software Developer,8.0,11844.0,Remote
25691,25-34 years old,New Zealand,Bachelor degree,Software Developer,4.0,62686.0,Hybrid
25695,25-34 years old,Czech Republic,Master degree,Software Developer,10.0,80615.0,Remote
25696,35-44 years old,South Africa,Some college,Software Developer,10.0,26904.0,Remote
25697,35-44 years old,Poland,Some college,Software Developer,6.0,59391.0,Remote
25700,18-24 years old,Ukraine,Some college,Software Developer,5.0,66000.0,Remote
25702,35-44 years old,South Africa,Bachelor degree,Software Developer,16.0,27765.0,Hybrid
25706,35-44 years old,Canada,Bachelor degree,Other,15.0,90866.0,Hybrid
25707,35-44 years old,Germany,Master degree,Software Developer,11.0,51555.0,Hybrid
25708,25-34 years old,India,other,Software Developer,4.0,4594.0,Remote
25709,25-34 years old,Austria,Master degree,Research & Education,5.0,40277.0,In-person
25711,35-44 years old,Poland,Master degree,Data & AI,10.0,61866.0,Hybrid
25713,18-24 years old,Austria,Some college,Infrastructure & DevOps,1.0,43607.0,In-person
25714,35-44 years old,Belgium,Master degree,Software Developer,10.0,47259.0,Hybrid
25715,55-64 years old,USA,Master degree,Software Developer,32.0,191000.0,Remote
25716,35-44 years old,Uk,Associate degree,Software Developer,4.0,95541.0,Hybrid
25717,18-24 years old,Netherlands,high-school,Software Developer,1.0,16111.0,In-person
25720,25-34 years old,Netherlands,Bachelor degree,Infrastructure & DevOps,8.0,92696.0,Hybrid
25723,25-34 years old,Ukraine,Master degree,Software Developer,8.0,39494.0,Remote
25726,25-34 years old,Japan,Some college,Software Developer,9.0,80000.0,Hybrid
25728,18-24 years old,United Republic of Tanzania,Bachelor degree,Data & AI,3.0,7648.0,Hybrid
25729,35-44 years old,Australia,Bachelor degree,Software Developer,25.0,122222.0,Hybrid
25730,18-24 years old,Switzerland,other,Research & Education,1.0,62393.0,In-person
25731,35-44 years old,Czech Republic,Master degree,Software Developer,14.0,65152.0,In-person
25739,35-44 years old,Germany,Master degree,Software Developer,19.0,85925.0,Remote
25741,25-34 years old,USA,Bachelor degree,Software Developer,10.0,100000.0,Remote
25744,35-44 years old,France,Bachelor degree,Software Developer,18.0,59073.0,Hybrid
25745,25-34 years old,USA,Bachelor degree,Data & AI,3.0,95000.0,Remote
25746,45-54 years old,Uk,Master degree,Software Developer,28.0,191082.0,Remote
25748,25-34 years old,USA,Bachelor degree,Software Developer,5.0,151000.0,Hybrid
25750,25-34 years old,Ukraine,Master degree,Software Developer,5.0,48000.0,Hybrid
25751,25-34 years old,Ukraine,Master degree,Other,7.0,889.0,Remote
25754,25-34 years old,Ukraine,Bachelor degree,Data & AI,5.0,59241.0,Remote
25757,55-64 years old,Latvia,Bachelor degree,Software Developer,32.0,91295.0,Hybrid
25764,25-34 years old,France,Master degree,Infrastructure & DevOps,11.0,54288.0,Hybrid
25765,45-54 years old,USA,Associate degree,Other,16.0,78000.0,Remote
25771,45-54 years old,Brazil,Master degree,Research & Education,30.0,42519.0,Remote
25772,18-24 years old,Slovakia,Bachelor degree,Data & AI,2.0,9667.0,Hybrid
25773,25-34 years old,Spain,Bachelor degree,Software Developer,5.0,36518.0,Remote
25774,35-44 years old,Germany,Bachelor degree,Software Developer,6.0,73036.0,Remote
25775,25-34 years old,Ukraine,Master degree,Software Developer,10.0,115000.0,Remote
25777,35-44 years old,Germany,Master degree,Data & AI,20.0,51967.0,In-person
25779,55-64 years old,Uk,Professional degree,Research & Education,38.0,57961.0,Hybrid
25783,18-24 years old,Pakistan,Some college,Software Developer,1.0,718.0,In-person
25787,45-54 years old,USA,high-school,Software Developer,22.0,155000.0,Remote
25788,25-34 years old,Denmark,Bachelor degree,Software Developer,7.0,60481.0,In-person
25790,25-34 years old,USA,Bachelor degree,Software Developer,7.0,117000.0,Remote
25792,25-34 years old,Brazil,Bachelor degree,Data & AI,11.0,42892.0,Remote
25793,25-34 years old,Japan,Some college,Software Developer,5.0,2.0,Remote
25796,25-34 years old,Portugal,Master degree,Software Developer,9.0,80555.0,Hybrid
25797,25-34 years old,Poland,Master degree,Software Developer,11.0,150369.0,Remote
25801,25-34 years old,Germany,Master degree,Software Developer,8.0,92369.0,Hybrid
25803,18-24 years old,India,Master degree,Software Developer,1.0,3589.0,In-person
25804,18-24 years old,Brazil,Bachelor degree,Software Developer,2.0,11189.0,Remote
25807,18-24 years old,Netherlands,Bachelor degree,Software Developer,2.0,46185.0,Hybrid
25808,25-34 years old,Poland,Master degree,Software Developer,5.0,87850.0,Remote
25809,25-34 years old,Canada,Bachelor degree,Research & Education,5.0,18173.0,Hybrid
25810,35-44 years old,Argentina,Bachelor degree,Software Developer,15.0,11085.0,Hybrid
25812,35-44 years old,USA,Bachelor degree,Software Developer,6.0,132000.0,Remote
25815,25-34 years old,South Africa,Bachelor degree,Software Developer,2.0,10762.0,Hybrid
25816,25-34 years old,Poland,Bachelor degree,Software Developer,4.0,4095.0,Remote
25817,25-34 years old,Germany,Master degree,Other,2.0,59073.0,Hybrid
25818,35-44 years old,USA,Bachelor degree,Software Developer,21.0,148000.0,Remote
25819,25-34 years old,Turkey,Bachelor degree,Software Developer,3.0,25967.0,Hybrid
25820,25-34 years old,France,Master degree,Management,12.0,46185.0,Hybrid
25826,35-44 years old,USA,Bachelor degree,Software Developer,8.0,207000.0,Remote
25829,35-44 years old,Serbia,Some college,Infrastructure & DevOps,5.0,24773.0,Remote
25833,35-44 years old,Australia,Bachelor degree,Infrastructure & DevOps,20.0,165165.0,Hybrid
25834,55-64 years old,Brazil,Master degree,Research & Education,39.0,2238.0,In-person
25835,35-44 years old,Spain,Some college,Software Developer,24.0,32222.0,Hybrid
25836,18-24 years old,Viet Nam,Bachelor degree,Infrastructure & DevOps,2.0,7861.0,Hybrid
25838,35-44 years old,Italy,Master degree,Software Developer,16.0,75184.0,Hybrid
25846,35-44 years old,USA,Bachelor degree,Software Developer,18.0,180000.0,Remote
25849,25-34 years old,USA,Bachelor degree,Software Developer,8.0,190000.0,Remote
25850,18-24 years old,Ukraine,Bachelor degree,Software Developer,4.0,31102.0,Remote
25857,35-44 years old,Italy,high-school,Software Developer,20.0,45111.0,Remote
25859,25-34 years old,India,Bachelor degree,Software Developer,3.0,11724.0,Hybrid
25861,65 years or older,Canada,Professional degree,Software Developer,40.0,61789.0,Remote
25864,25-34 years old,South Korea,Bachelor degree,Software Developer,1.0,72532.0,In-person
25868,55-64 years old,USA,Bachelor degree,Data & AI,34.0,115000.0,Remote
25870,25-34 years old,Norway,Bachelor degree,Data & AI,6.0,84232.0,Hybrid
25872,45-54 years old,Uk,Bachelor degree,Software Developer,25.0,133757.0,Remote
25873,25-34 years old,Malaysia,Bachelor degree,Software Developer,3.0,2288.0,Hybrid
25875,18-24 years old,Netherlands,Bachelor degree,Software Developer,5.0,8592.0,Hybrid
25876,18-24 years old,India,Bachelor degree,Data & AI,1.0,16749.0,In-person
25877,45-54 years old,USA,Master degree,Software Developer,29.0,184000.0,Remote
25878,25-34 years old,Uk,Bachelor degree,Software Developer,5.0,76433.0,Hybrid
25879,25-34 years old,Ireland,Bachelor degree,Software Developer,6.0,61759.0,Remote
25884,35-44 years old,Canada,Some college,Software Developer,1.0,38527.0,Hybrid
25885,55-64 years old,Brazil,Associate degree,Other,37.0,83919.0,Hybrid
25888,25-34 years old,Austria,Some college,Software Developer,6.0,85925.0,Remote
25890,18-24 years old,India,Bachelor degree,Research & Education,2.0,40.0,In-person
25892,25-34 years old,Poland,Master degree,Software Developer,5.0,71765.0,Remote
25893,25-34 years old,Ukraine,Master degree,Software Developer,9.0,61710.0,Remote
25900,45-54 years old,USA,Bachelor degree,Software Developer,3.0,82000.0,Hybrid
25901,45-54 years old,Uk,Bachelor degree,Software Developer,31.0,118853.0,Remote
25903,25-34 years old,Ukraine,Bachelor degree,Software Developer,5.0,1481.0,Remote
25904,25-34 years old,Netherlands,Bachelor degree,Software Developer,13.0,41888.0,Hybrid
25906,25-34 years old,Lithuania,Bachelor degree,Software Developer,6.0,77332.0,Remote
25907,45-54 years old,USA,Bachelor degree,Software Developer,22.0,112000.0,In-person
25908,35-44 years old,Ukraine,Some college,Software Developer,7.0,7200.0,Remote
25912,25-34 years old,Honduras,Bachelor degree,Software Developer,8.0,63000.0,Remote
25915,25-34 years old,Greece,Master degree,Software Developer,2.0,16111.0,Remote
25916,35-44 years old,Poland,Bachelor degree,Software Developer,14.0,29696.0,Remote
25919,55-64 years old,France,Master degree,Software Developer,32.0,107406.0,Hybrid
25921,45-54 years old,Ukraine,Professional degree,Software Developer,18.0,37026.0,Remote
25922,55-64 years old,USA,Some college,Infrastructure & DevOps,20.0,115000.0,Hybrid
25925,25-34 years old,Ukraine,Master degree,Software Developer,5.0,68000.0,Remote
25926,18-24 years old,Bulgaria,high-school,Software Developer,4.0,154665.0,Remote
25930,25-34 years old,Finland,Master degree,Software Developer,4.0,56925.0,Hybrid
25943,35-44 years old,Ukraine,Master degree,Software Developer,15.0,80000.0,Remote
25944,18-24 years old,Canada,Some college,Software Developer,0.0,36346.0,In-person
25945,18-24 years old,Sweden,high-school,Software Developer,1.0,49600.0,In-person
25949,25-34 years old,Austria,Some college,Software Developer,4.0,39740.0,Hybrid
25950,25-34 years old,Romania,Bachelor degree,Software Developer,9.0,91295.0,Remote
25952,35-44 years old,Brazil,Master degree,Software Developer,15.0,19693.0,Remote
25953,25-34 years old,Brazil,Some college,Software Developer,5.0,18649.0,Remote
25954,35-44 years old,India,Bachelor degree,Software Developer,20.0,47854.0,Hybrid
25955,55-64 years old,Belgium,Master degree,Software Developer,10.0,128887.0,Hybrid
25957,35-44 years old,USA,Bachelor degree,Software Developer,10.0,100000.0,Hybrid
25958,45-54 years old,Uk,Associate degree,Software Developer,27.0,45860.0,Remote
25961,35-44 years old,Belarus,Bachelor degree,Design & Hardware,7.0,15256.0,In-person
25962,25-34 years old,Russia,Bachelor degree,Software Developer,5.0,31597.0,Hybrid
25963,25-34 years old,USA,Some college,Software Developer,2.0,39000.0,In-person
25966,25-34 years old,Italy,high-school,Software Developer,4.0,35444.0,Hybrid
25968,45-54 years old,France,Some college,Management,30.0,75184.0,Remote
25977,25-34 years old,Mexico,Bachelor degree,Software Developer,5.0,29488.0,Remote
25978,25-34 years old,Philippines,high-school,Software Developer,28.0,1325.0,Hybrid
25979,45-54 years old,Spain,Bachelor degree,Software Developer,24.0,128887.0,Remote
25986,45-54 years old,Canada,Bachelor degree,Other,29.0,130847.0,In-person
25987,25-34 years old,Nigeria,Master degree,Software Developer,6.0,2392.0,Remote
25992,18-24 years old,Serbia,Bachelor degree,Infrastructure & DevOps,2.0,18350.0,Hybrid
25997,25-34 years old,France,Master degree,Software Developer,5.0,74110.0,Hybrid
25998,55-64 years old,USA,Bachelor degree,Data & AI,25.0,190000.0,Hybrid
26002,25-34 years old,Uk,Bachelor degree,Software Developer,11.0,152865.0,Hybrid
26003,18-24 years old,Syrian Arab Republic,high-school,Software Developer,0.0,600.0,Remote
26008,25-34 years old,Finland,Master degree,Research & Education,0.0,34370.0,Hybrid
26010,25-34 years old,Canada,Master degree,Data & AI,5.0,69058.0,Hybrid
26019,45-54 years old,France,other,Software Developer,8.0,128887.0,Hybrid
26020,35-44 years old,Ukraine,Master degree,Software Developer,15.0,128887.0,Remote
26023,35-44 years old,Austria,Master degree,Software Developer,24.0,85925.0,Hybrid
26025,35-44 years old,USA,Master degree,Data & AI,10.0,109000.0,Hybrid
26028,35-44 years old,Brazil,Professional degree,Software Developer,0.0,24616.0,Remote
26032,35-44 years old,Brazil,Bachelor degree,Software Developer,20.0,60000.0,Remote
26033,25-34 years old,Ukraine,Master degree,Software Developer,8.0,2804.0,Hybrid
26035,35-44 years old,USA,Some college,Software Developer,2.0,105000.0,Remote
26036,25-34 years old,Ukraine,Master degree,Software Developer,3.0,24684.0,Hybrid
26037,35-44 years old,USA,Some college,Software Developer,9.0,166000.0,Remote
26038,55-64 years old,France,Master degree,Software Developer,34.0,214812.0,Remote
26040,25-34 years old,Spain,Associate degree,Software Developer,6.0,69814.0,Remote
26042,35-44 years old,USA,Associate degree,Software Developer,10.0,103000.0,Remote
26045,18-24 years old,USA,Bachelor degree,Software Developer,5.0,180000.0,In-person
26046,25-34 years old,Egypt,Some college,Software Developer,3.0,70000.0,Remote
26047,45-54 years old,Sweden,Associate degree,Other,27.0,57230.0,Hybrid
26048,25-34 years old,USA,Master degree,Infrastructure & DevOps,11.0,187000.0,Hybrid
26050,18-24 years old,Ukraine,Some college,Software Developer,3.0,35000.0,Remote
26051,45-54 years old,Germany,Master degree,Management,30.0,107406.0,In-person
26053,35-44 years old,USA,Professional degree,Management,2.0,160000.0,Remote
26054,25-34 years old,Japan,Bachelor degree,Software Developer,6.0,58552.0,Hybrid
26055,35-44 years old,Uk,Bachelor degree,Software Developer,8.0,78980.0,Hybrid
26058,35-44 years old,Brazil,Associate degree,Software Developer,2.0,7459.0,Remote
26060,45-54 years old,Bangladesh,Master degree,Software Developer,30.0,30592.0,Hybrid
26062,45-54 years old,Sweden,Some college,Software Developer,30.0,62000.0,Hybrid
26067,35-44 years old,Denmark,Bachelor degree,Software Developer,11.0,63361.0,Hybrid
26069,25-34 years old,USA,Associate degree,Software Developer,10.0,120000.0,Remote
26071,25-34 years old,Czech Republic,Master degree,Software Developer,8.0,78183.0,Hybrid
26077,55-64 years old,Uk,Bachelor degree,Software Developer,30.0,101910.0,Remote
26079,35-44 years old,Germany,Professional degree,Software Developer,9.0,70888.0,Hybrid
26083,25-34 years old,Ukraine,Bachelor degree,Software Developer,3.0,24684.0,Hybrid
26084,25-34 years old,Israel,Master degree,Software Developer,7.0,129524.0,Hybrid
26086,Under 18 years old,Netherlands,high-school,Software Developer,2.0,322.0,Remote
26088,25-34 years old,USA,Bachelor degree,Software Developer,9.0,130000.0,Hybrid
26089,35-44 years old,Canada,Bachelor degree,Software Developer,18.0,106132.0,Remote
26090,25-34 years old,Taiwan,Master degree,Software Developer,4.0,40149.0,In-person
26091,25-34 years old,Thailand,Some college,Software Developer,12.0,59126.0,Remote
26092,18-24 years old,India,Bachelor degree,Software Developer,1.0,7178.0,Remote
26094,35-44 years old,Germany,Master degree,Software Developer,9.0,53703.0,Hybrid
26095,35-44 years old,USA,Professional degree,Research & Education,0.0,165000.0,Hybrid
26096,25-34 years old,Ukraine,Bachelor degree,Software Developer,5.0,1111.0,Remote
26101,Under 18 years old,Pakistan,high-school,Software Developer,0.0,1723.0,Remote
26104,18-24 years old,Czech Republic,high-school,Research & Education,1.0,19806.0,In-person
26105,25-34 years old,Ukraine,Bachelor degree,Software Developer,7.0,100710.0,Remote
26108,25-34 years old,Israel,Bachelor degree,Software Developer,3.0,100000.0,Hybrid
26109,35-44 years old,Greece,Professional degree,Research & Education,11.0,34370.0,Hybrid
26110,25-34 years old,Ukraine,Master degree,Software Developer,6.0,64000.0,Remote
26111,25-34 years old,Ukraine,Master degree,Software Developer,7.0,1604.0,Hybrid
26112,18-24 years old,USA,Bachelor degree,Infrastructure & DevOps,0.0,30000.0,In-person
26114,18-24 years old,Netherlands,high-school,Software Developer,1.0,19333.0,In-person
26115,35-44 years old,Canada,Master degree,Management,16.0,191182.0,Hybrid
26117,25-34 years old,USA,Master degree,Software Developer,5.0,163000.0,In-person
26118,25-34 years old,USA,Some college,Software Developer,9.0,130000.0,Hybrid
26120,25-34 years old,USA,Bachelor degree,Software Developer,2.0,101000.0,In-person
26122,35-44 years old,Mexico,Bachelor degree,Software Developer,10.0,26954.0,Remote
26124,25-34 years old,Canada,Bachelor degree,Data & AI,2.0,32712.0,Hybrid
26127,25-34 years old,Germany,Bachelor degree,Software Developer,4.0,39740.0,Hybrid
26131,25-34 years old,Sweden,Master degree,Software Developer,7.0,49600.0,Remote
26132,18-24 years old,Czech Republic,high-school,Software Developer,1.0,17374.0,Hybrid
26137,25-34 years old,Malta,Master degree,Software Developer,4.0,52092.0,Hybrid
26138,18-24 years old,Brazil,Some college,Software Developer,3.0,26108.0,Hybrid
26141,65 years or older,Canada,Master degree,Infrastructure & DevOps,47.0,45070.0,Remote
26142,18-24 years old,India,Master degree,Software Developer,4.0,7776.0,Remote
26143,65 years or older,USA,Bachelor degree,Research & Education,50.0,70000.0,Hybrid
26146,25-34 years old,USA,Bachelor degree,Infrastructure & DevOps,5.0,71000.0,In-person
26151,35-44 years old,South Africa,Some college,Software Developer,15.0,3982.0,Hybrid
26152,45-54 years old,Uruguay,Some college,Software Developer,4.0,59317.0,Remote
26153,35-44 years old,Israel,Bachelor degree,Software Developer,10.0,121429.0,Hybrid
26155,25-34 years old,USA,Master degree,Software Developer,3.0,75000.0,Remote
26158,35-44 years old,USA,Bachelor degree,Software Developer,17.0,45000.0,Hybrid
26159,Under 18 years old,Hungary,high-school,Research & Education,0.0,5000.0,Hybrid
26161,35-44 years old,USA,Master degree,Software Developer,14.0,140000.0,Remote
26163,45-54 years old,Canada,high-school,Research & Education,16.0,34893.0,Remote
26164,55-64 years old,USA,Bachelor degree,Software Developer,32.0,220000.0,Remote
26165,45-54 years old,Poland,Master degree,Software Developer,25.0,84000.0,Hybrid
26167,45-54 years old,France,Master degree,Software Developer,27.0,53703.0,Hybrid
26169,45-54 years old,USA,Bachelor degree,Software Developer,8.0,155000.0,Remote
26170,35-44 years old,Germany,Bachelor degree,Software Developer,12.0,69814.0,Hybrid
26173,45-54 years old,Peru,Master degree,Research & Education,2.0,26406.0,Hybrid
26174,25-34 years old,Sri Lanka,Bachelor degree,Software Developer,5.0,11852.0,Hybrid
26180,18-24 years old,Poland,high-school,Software Developer,8.0,9899.0,Remote
26181,25-34 years old,Denmark,Some college,Software Developer,7.0,76033.0,Hybrid
26183,35-44 years old,Ireland,Master degree,Data & AI,18.0,112777.0,Hybrid
26186,25-34 years old,Colombia,high-school,Software Developer,5.0,7873.0,Hybrid
26188,25-34 years old,Bosnia and Herzegovina,Some college,Software Developer,5.0,30161.0,In-person
26190,18-24 years old,Ukraine,Bachelor degree,Software Developer,3.0,46899.0,Hybrid
26191,45-54 years old,Uk,Some college,Data & AI,30.0,78980.0,Hybrid
26197,25-34 years old,USA,Master degree,Data & AI,5.0,160000.0,In-person
26202,25-34 years old,Poland,Master degree,Software Developer,5.0,49493.0,Remote
26203,25-34 years old,Ukraine,Master degree,Software Developer,4.0,39000.0,Remote
26204,25-34 years old,Belgium,Master degree,Data & AI,10.0,85925.0,Hybrid
26208,18-24 years old,Ukraine,Bachelor degree,Software Developer,2.0,8500.0,Hybrid
26210,25-34 years old,South Africa,Bachelor degree,Software Developer,14.0,107617.0,Remote
26213,35-44 years old,Saudi Arabia,Bachelor degree,Software Developer,20.0,26664.0,Hybrid
26214,35-44 years old,Poland,Master degree,Software Developer,13.0,89087.0,In-person
26215,25-34 years old,Germany,other,Software Developer,4.0,4618.0,Hybrid
26216,25-34 years old,Uk,Bachelor degree,Software Developer,4.0,49681.0,Hybrid
26218,25-34 years old,Bosnia and Herzegovina,Bachelor degree,Software Developer,9.0,91295.0,Remote
26222,25-34 years old,Ukraine,Master degree,Management,12.0,59241.0,Remote
26223,45-54 years old,USA,Master degree,Management,25.0,196000.0,Hybrid
26227,35-44 years old,Ireland,Associate degree,Software Developer,6.0,95592.0,Remote
26228,35-44 years old,Iraq,Bachelor degree,Software Developer,10.0,31026.0,In-person
26229,18-24 years old,Poland,high-school,Software Developer,0.0,21381.0,Remote
26230,25-34 years old,Angola,high-school,Software Developer,9.0,1754.0,Remote
26232,25-34 years old,USA,Bachelor degree,Data & AI,2.0,70000.0,Hybrid
26233,45-54 years old,USA,Professional degree,Research & Education,20.0,112000.0,In-person
26234,45-54 years old,France,Professional degree,Research & Education,25.0,69814.0,Hybrid
26235,25-34 years old,Lithuania,Some college,Software Developer,6.0,49407.0,Hybrid
26236,35-44 years old,Serbia,Master degree,Software Developer,20.0,50481.0,Hybrid
26240,25-34 years old,Brazil,Some college,Software Developer,7.0,14322.0,In-person
26242,25-34 years old,USA,Professional degree,Design & Hardware,6.0,170000.0,In-person
26246,25-34 years old,Ukraine,Master degree,Software Developer,7.0,88500.0,Remote
26251,35-44 years old,Germany,Master degree,Software Developer,21.0,89147.0,Hybrid
26252,35-44 years old,Ethiopia,Bachelor degree,Software Developer,19.0,48000.0,Remote
26254,45-54 years old,Ukraine,Master degree,Software Developer,2.0,8000.0,Hybrid
26257,25-34 years old,Kenya,Bachelor degree,Software Developer,4.0,12335.0,Hybrid
26259,18-24 years old,France,Master degree,Other,1.0,38666.0,Hybrid
